0.0	0.0	444.0	497.5	2.0	0.0	0.0	0.0	22.0
0.0	1.0	714.0	451.5	2.0	0.0	0.0	0.0	22.0
0.0	2.0	1013.5	496.0	2.0	0.0	0.0	0.0	22.0
0.0	3.0	1157.5	482.5	2.0	0.0	0.0	0.0	22.0
0.0	4.0	1294.0	507.5	2.0	0.0	0.0	0.0	22.0
0.0	5.0	1534.0	446.5	2.0	1.0	1.0	0.0	22.0
0.0	6.0	1471.5	498.5	2.0	1.0	1.0	0.0	22.0
0.0	7.0	1848.0	488.5	2.0	1.0	0.0	0.0	22.0
0.0	8.0	1255.0	614.0	0.0	0.0	0.0	0.0	22.0
0.0	9.0	1072.5	583.5	0.0	0.0	0.0	0.0	22.0
0.0	10.0	845.0	643.5	0.0	0.0	0.0	0.0	22.0
0.0	11.0	754.0	557.0	0.0	0.0	0.0	0.0	22.0
0.0	12.0	596.0	571.5	0.0	0.0	0.0	0.0	22.0
0.0	13.0	964.0	536.5	2.0	0.0	0.0	0.0	22.0
0.0	14.0	917.0	82.5	3.0	1.0	1.0	1.0	25.0
1.0	0.0	439.0	498.5	2.0	0.0	0.0	0.0	22.0
1.0	1.0	712.0	451.5	2.0	0.0	0.0	0.0	22.0
1.0	2.0	1013.5	496.0	2.0	0.0	0.0	0.0	22.0
1.0	3.0	1156.5	483.5	2.0	0.0	0.0	0.0	22.0
1.0	4.0	1289.0	508.5	2.0	0.0	0.0	0.0	22.0
1.0	5.0	1530.0	445.5	2.0	1.0	1.0	0.0	22.0
1.0	6.0	1468.5	498.5	2.0	1.0	1.0	0.0	22.0
1.0	7.0	1845.0	489.5	2.0	1.0	0.0	0.0	22.0
1.0	8.0	1259.0	611.0	0.0	0.0	0.0	0.0	22.0
1.0	9.0	1075.5	583.5	0.0	0.0	0.0	0.0	22.0
1.0	10.0	849.0	642.5	0.0	0.0	0.0	0.0	22.0
1.0	11.0	754.0	557.0	0.0	0.0	0.0	0.0	22.0
1.0	12.0	598.0	570.5	0.0	0.0	0.0	0.0	22.0
1.0	13.0	962.0	538.5	2.0	0.0	0.0	0.0	22.0
1.0	14.0	917.0	85.5	3.0	1.0	1.0	1.0	25.0
2.0	0.0	431.0	499.5	2.0	0.0	0.0	0.0	22.0
2.0	1.0	702.0	451.5	2.0	0.0	0.0	0.0	22.0
2.0	2.0	1012.0	496.0	2.0	0.0	0.0	0.0	22.0
2.0	3.0	1154.5	482.5	2.0	0.0	0.0	0.0	22.0
2.0	4.0	1288.0	509.5	2.0	0.0	0.0	0.0	22.0
2.0	5.0	1527.0	446.5	2.0	1.0	1.0	0.0	22.0
2.0	6.0	1467.5	500.5	2.0	1.0	1.0	0.0	22.0
2.0	7.0	1841.0	488.5	2.0	1.0	0.0	0.0	22.0
2.0	8.0	1260.0	612.0	0.0	0.0	0.0	0.0	22.0
2.0	9.0	1078.5	583.5	0.0	0.0	0.0	0.0	22.0
2.0	10.0	852.0	642.5	0.0	0.0	0.0	0.0	22.0
2.0	11.0	754.0	557.0	0.0	0.0	0.0	0.0	22.0
2.0	12.0	596.0	569.5	0.0	0.0	0.0	0.0	22.0
2.0	13.0	964.0	538.5	2.0	0.0	0.0	0.0	22.0
2.0	14.0	917.0	85.5	3.0	1.0	1.0	1.0	25.0
3.0	0.0	427.0	499.5	2.0	0.0	0.0	0.0	22.0
3.0	1.0	697.0	451.5	2.0	0.0	0.0	0.0	22.0
3.0	2.0	1010.0	496.0	2.0	0.0	0.0	0.0	22.0
3.0	3.0	1154.5	483.5	2.0	0.0	0.0	0.0	22.0
3.0	4.0	1285.0	509.5	2.0	0.0	0.0	0.0	22.0
3.0	5.0	1523.0	446.5	2.0	1.0	1.0	0.0	22.0
3.0	6.0	1463.0	500.5	2.0	1.0	1.0	0.0	22.0
3.0	7.0	1839.0	488.5	2.0	1.0	0.0	0.0	22.0
3.0	8.0	1266.0	611.0	0.0	0.0	0.0	0.0	22.0
3.0	9.0	1079.5	583.5	0.0	0.0	0.0	0.0	22.0
3.0	10.0	855.0	643.5	0.0	0.0	0.0	0.0	22.0
3.0	11.0	754.0	557.0	0.0	0.0	0.0	0.0	22.0
3.0	12.0	596.0	570.5	0.0	0.0	0.0	0.0	22.0
3.0	13.0	962.0	538.5	2.0	0.0	0.0	0.0	22.0
3.0	14.0	917.0	87.5	3.0	1.0	1.0	1.0	25.0
4.0	0.0	419.0	499.5	2.0	0.0	0.0	0.0	22.0
4.0	1.0	691.0	452.5	2.0	0.0	0.0	0.0	22.0
4.0	2.0	1009.0	495.0	2.0	0.0	0.0	0.0	22.0
4.0	3.0	1151.5	481.5	2.0	0.0	0.0	0.0	22.0
4.0	4.0	1284.0	510.5	2.0	0.0	0.0	0.0	22.0
4.0	5.0	1520.0	445.5	2.0	1.0	1.0	0.0	22.0
4.0	6.0	1462.0	499.5	2.0	1.0	1.0	0.0	22.0
